season,date,away.team,away.score,home.team,home.score,line,over_under
2015,2015-12-12,UMES,56,MD,77,-32.0,142.5
2015,2015-12-12,MCNS,60,IND,105,-31.0,156.5
2015,2015-12-12,STON,62,NE,75,-1.5,141.0
2015,2015-12-13,SYR,72,SJU,84,10.0,129.5
2015,2015-12-13,WRST,67,MIOH,72,-5.0,128.5
2015,2015-12-13,LOYI,61,ND,81,-15.5,133.5
2015,2015-12-13,INST,62,WKU,75,-2.0,140.5
2015,2015-12-13,URI,67,NEB,70,-1.5,133.5
2015,2015-12-13,TLSA,70,MOST,61,6.0,140.0
2015,2015-12-13,JOES,66,TEM,65,-3.5,140.5
2015,2015-12-13,NCST,65,SF,46,8.0,141.0
2015,2015-12-13,YALE,56,USC,68,-6.5,143.5
2015,2015-12-13,LAS,47,NOVA,76,-25.0,138.5
2015,2015-12-13,ALA,51,CLEM,50,-7.0,128.5
2015,2015-12-13,UTEP,68,WSU,84,-7.0,146.5
2015,2015-12-13,ULM,58,WVU,100,-21.5,133.0
2015,2015-12-13,MIZ,52,ARIZ,88,-16.5,136.0
2015,2015-12-13,LSU,98,HOU,105,-2.0,159.5
2015,2015-12-13,MORE,62,PITT,72,-14.0,132.5
2015,2015-12-13,WEB,68,DEN,69,2.5,122.5
2015,2015-12-13,SPU,46,HALL,72,-12.0,137.0
2015,2015-12-13,MURR,61,ILST,63,-5.5,140.5
2015,2015-12-13,UCSB,68,SDAK,86,-9.5,139.5
2015,2015-12-13,MTST,91,SJSU,83,-3.5,155.0
2015,2015-12-13,CSU,64,UNCO,73,13.5,163.5
2015,2015-12-13,CHS,35,NW,77,-24.0,140.0
2015,2015-12-13,WYO,62,NMST,59,-9.0,128.0
2015,2015-12-14,USM,57,USA,54,-8.0,131.5
2015,2015-12-14,CP,63,SMC,93,-8.5,136.0
2015,2015-12-14,EWU,80,WCU,97,-3.5,149.5
2015,2015-12-15,DREX,54,SC,79,-17.5,144.0
2015,2015-12-15,GASO,65,DUKE,99,-30.5,154.5
2015,2015-12-15,NKU,62,MICH,77,-21.5,138.0
2015,2015-12-15,LT,80,MISS,99,-7.0,150.5
2015,2015-12-15,APP,55,TEX,67,-20.0,145.5
2015,2015-12-15,PAC,88,GB,93,-9.0,149.5
2015,2015-12-15,VCU,64,GT,77,-1.0,145.0
2015,2015-12-15,ULL,80,UCLA,89,-10.0,167.5
2015,2015-12-15,DEP,60,STAN,79,-8.5,136.5
2015,2015-12-15,UCD,55,USD,61,2.5,130.5
2015,2015-12-15,UCI,63,ORE,78,-8.0,138.5
2015,2015-12-15,FAU,73,EKY,80,-6.5,154.5
2015,2015-12-15,UNCG,71,WAKE,81,-15.0,149.0
2015,2015-12-15,TNTC,69,CHAT,80,-12.0,145.0
2015,2015-12-15,MONM,83,GTWN,68,-10.0,144.5
2015,2015-12-15,MER,71,AUB,78,-6.5,146.5
2015,2015-12-15,NORF,59,CIN,75,-23.0,136.5
2015,2015-12-15,AMCC,49,WIS,64,-13.5,131.0
2015,2015-12-15,LONG,55,OKST,73,-16.0,141.0
2015,2015-12-16,FAU,62,TENN,81,-14.0,147.0
2015,2015-12-16,ODU,61,RICH,77,-4.0,134.5
2015,2015-12-16,UNCW,73,ECU,78,3.5,147.0
2015,2015-12-16,TULN,72,UNC,96,-24.5,149.0
2015,2015-12-16,NIU,54,OSU,67,-13.0,135.0
2015,2015-12-16,CLEV,60,LOYI,54,-8.0,125.0
2015,2015-12-16,ILST,72,UIC,60,8.5,148.0
2015,2015-12-16,MSST,66,FSU,90,-12.5,153.0
2015,2015-12-16,ASU,66,UNLV,56,-7.0,138.0
2015,2015-12-16,SDKS,67,TTU,79,-3.0,143.0
2015,2015-12-16,ORU,66,MOST,85,-2.0,146.0
2015,2015-12-16,MTST,64,NDSU,73,-13.0,148.5
2015,2015-12-16,UTM,82,SLU,76,-9.5,135.0
2015,2015-12-16,DEN,81,UNCO,77,4.5,135.0
2015,2015-12-16,SUU,36,SMC,92,-19.5,140.0
2015,2015-12-16,NAU,37,ARIZ,92,-27.5,147.5
2015,2015-12-16,WEBB,57,LSU,78,-13.0,160.0
2015,2015-12-16,KENN,57,LOU,94,-36.0,137.5
2015,2015-12-16,SAV,53,UTAH,99,-27.5,137.5
2015,2015-12-16,WIN,60,ALA,72,-8.5,146.0
2015,2015-12-16,NMST,61,UNM,79,-8.0,136.0
2015,2015-12-17,MRSH,68,WVU,86,-20.5,162.0
2015,2015-12-17,CP,82,USC,101,-9.0,151.0
2015,2015-12-17,BEL,62,MTSU,83,0.0,151.5
2015,2015-12-17,SDAK,92,MILW,91,-9.0,150.0
2015,2015-12-17,CSN,77,PRST,71,-4.5,144.0
2015,2015-12-18,SC,65,CLEM,59,2.5,134.0
2015,2015-12-18,MISS,85,MEM,79,-3.5,147.5
2015,2015-12-18,CMU,85,BYU,98,-12.5,161.5
2015,2015-12-18,TXST,73,WSU,78,-10.0,129.5
2015,2015-12-18,LBSU,73,ORE,94,-12.5,151.0
2015,2015-12-18,ULL,59,PEPP,79,-3.0,153.0
2015,2015-12-18,SCU,69,NEV,72,-8.5,130.0
2015,2015-12-18,WEB,92,PORT,82,3.0,142.0
2015,2015-12-18,CSF,69,ORST,82,-10.5,138.5
2015,2015-12-18,ARST,70,UTM,74,-3.0,152.5
2015,2015-12-18,MIOH,64,TNTC,77,-1.0,141.5
2015,2015-12-18,EKY,81,ETSU,87,-4.0,161.5
2015,2015-12-18,SIU,88,MURR,73,-3.0,141.0
2015,2015-12-18,USA,72,SAM,70,-6.5,146.0
2015,2015-12-18,JVST,60,LMU,77,-11.5,137.0
2015,2015-12-18,IW,73,SJU,51,-7.5,139.5
2015,2015-12-19,GT,61,UGA,75,-1.0,136.5
2015,2015-12-19,UTAH,77,DUKE,75,-7.0,151.5
2015,2015-12-19,NOVA,75,UVA,86,-5.5,130.0
2015,2015-12-19,WKU,56,LOU,78,-23.0,141.0
2015,2015-12-19,WICH,76,HALL,80,4.5,131.0
2015,2015-12-19,AUB,61,XAV,85,-18.0,160.5
2015,2015-12-19,COR,46,SYR,67,-18.5,144.0
2015,2015-12-19,MSU,78,NE,58,9.5,140.0
2015,2015-12-19,UNC,89,UCLA,76,8.0,160.0
2015,2015-12-19,UCF,89,DET,95,-5.5,153.0
2015,2015-12-19,NW,78,DEP,70,4.5,137.0
2015,2015-12-19,ND,73,IND,80,1.5,158.0
2015,2015-12-19,CHAR,82,APP,66,-4.5,149.5
2015,2015-12-19,CSU,56,KSU,61,-8.5,146.0
2015,2015-12-19,CREI,74,OKLA,87,-14.0,159.0
2015,2015-12-19,ILST,65,JOES,79,-7.0,139.0
2015,2015-12-19,MOST,45,VALP,74,-14.5,132.5
2015,2015-12-19,FIU,75,NIU,78,-9.5,130.0
2015,2015-12-19,UK,67,OSU,74,10.0,135.0
2015,2015-12-19,COFC,63,MIA,85,-17.5,136.5
2015,2015-12-19,CIN,69,VCU,63,1.5,136.5
2015,2015-12-19,TULN,59,MSST,69,-6.5,142.5
2015,2015-12-19,UIC,47,LOYI,64,-12.0,138.0
2015,2015-12-19,OAK,97,WASH,83,-11.5,172.5
2015,2015-12-19,DRKE,64,IOWA,70,-15.5,147.5
2015,2015-12-19,GAST,66,USM,46,8.5,120.5
2015,2015-12-19,AFA,67,UCD,60,-4.0,140.0
2015,2015-12-19,FAU,59,FSU,64,-19.0,145.0
2015,2015-12-19,PUR,68,BUT,74,4.5,151.0
2015,2015-12-19,NCST,73,MIZ,59,3.5,140.0
2015,2015-12-19,YSU,46,MICH,105,-21.0,145.5
2015,2015-12-19,PRIN,61,MD,82,-12.5,142.0
2015,2015-12-19,UAB,79,SF,68,7.0,130.5
2015,2015-12-19,ISU,79,UNI,81,7.5,149.5
2015,2015-12-19,PSU,63,DREX,57,6.0,128.5
2015,2015-12-19,DEL,61,BC,69,-5.5,132.5
2015,2015-12-19,INST,76,SLU,68,-3.5,134.0
2015,2015-12-19,OKST,70,FLA,72,-9.5,128.5
2015,2015-12-19,RICE,90,UNM,89,-16.5,149.5
2015,2015-12-19,BAY,61,TAMU,80,-3.0,140.5
2015,2015-12-19,UNLV,70,ARIZ,82,-11.0,136.0
2015,2015-12-19,TENN,79,GONZ,86,-9.5,145.0
2015,2015-12-19,TEX,75,STAN,73,2.0,134.5
2015,2015-12-19,CSF,60,PORT,65,-2.0,150.5
2015,2015-12-19,TLSA,71,ORST,76,0.0,136.0
2015,2015-12-19,SPU,74,GW,87,-16.5,134.5
2015,2015-12-19,SUU,68,IUPU,82,-8.0,139.5
2015,2015-12-19,BEL,65,CLEV,67,6.0,148.0
2015,2015-12-19,MONT,46,KU,88,-24.5,147.0
2015,2015-12-19,MTST,73,BUFF,80,-12.0,156.0
2015,2015-12-19,OMA,75,WYO,76,-4.5,152.0
2015,2015-12-19,WOF,56,VAN,80,-17.5,133.0
2015,2015-12-19,SDAK,79,ILL,91,-10.5,152.5
2015,2015-12-19,EIU,65,HOU,81,-14.5,143.5
2015,2015-12-19,FUR,50,DAY,70,-18.5,135.5
2015,2015-12-19,IONA,74,URI,79,-12.0,152.5
2015,2015-12-19,SEMO,69,NKU,79,-10.5,140.0
2015,2015-12-19,UNCG,69,ELON,79,-7.5,151.5
2015,2015-12-19,ORU,77,LSU,100,-11.0,159.5
2015,2015-12-19,MER,69,ARK,66,-6.5,145.5
2015,2015-12-19,RID,65,PROV,73,-12.5,133.5
2015,2015-12-19,HBU,79,ASU,98,-20.0,141.0
2015,2015-12-19,COPP,51,CAL,84,-31.5,153.0
2015,2015-12-19,NMST,73,UTEP,53,-3.0,134.5
2015,2015-12-20,DAV,69,PITT,94,-5.5,159.5
2015,2015-12-20,ECU,61,JMU,67,-8.0,140.0
2015,2015-12-20,BRAD,70,BSU,90,-23.0,133.5
2015,2015-12-20,EVAN,85,FRES,77,-2.5,147.5
2015,2015-12-20,BGSU,47,WRST,83,-2.5,135.5
2015,2015-12-20,MONM,73,RUTG,67,10.5,142.5
2015,2015-12-20,NAU,57,UALR,84,-16.5,129.0
2015,2015-12-20,EWU,74,DEN,58,-5.5,138.5
2015,2015-12-20,WCU,52,MORE,60,-8.5,135.0
2015,2015-12-20,SAM,69,NEB,58,-13.0,142.0
2015,2015-12-20,NJIT,83,SJU,74,-1.0,138.5
2015,2015-12-21,AKR,84,UCSB,70,4.0,133.0
2015,2015-12-21,APP,70,UNC,94,-32.0,157.5
2015,2015-12-21,YSU,78,ND,87,-24.5,151.5
2015,2015-12-21,PROV,90,UMASS,66,5.0,150.5
2015,2015-12-21,SIU,65,SLU,52,1.0,141.0
2015,2015-12-21,ORE,72,ALA,68,6.5,139.5
2015,2015-12-21,UNT,82,CREI,105,-20.0,155.5
2015,2015-12-21,PEPP,73,GONZ,99,-12.0,134.0
2015,2015-12-21,LMU,60,PORT,87,-2.5,147.0
2015,2015-12-21,SCU,72,PAC,73,-4.0,131.0
2015,2015-12-21,SF,52,SMC,74,-17.5,135.5
2015,2015-12-21,NCCU,63,SOU,88,-6.0,135.0
2015,2015-12-21,OMA,80,EIU,68,9.0,159.5
2015,2015-12-21,SHSU,53,UCI,63,-9.5,132.5
2015,2015-12-21,NORF,85,UTEP,76,-6.5,141.0
2015,2015-12-21,GCU,78,HOU,69,-2.5,147.0
2015,2015-12-21,MRSH,90,WYO,82,-3.0,145.5
2015,2015-12-21,IDST,62,NDSU,67,-16.0,141.0
2015,2015-12-21,TRGV,69,USU,94,-20.0,140.5
2015,2015-12-21,EKY,59,WVU,84,-25.5,162.0
2015,2015-12-21,WIU,67,LOYI,72,-7.5,128.5
2015,2015-12-21,UNCO,76,JVST,79,-4.0,144.0
2015,2015-12-21,QUIN,61,ORST,82,-16.0,135.0
2015,2015-12-21,SIUE,51,USC,70,-21.0,149.5
2015,2015-12-21,SAC,60,STAN,70,-12.5,141.0
2015,2015-12-21,ORU,61,NMST,76,-6.5,139.5
2015,2015-12-21,SHU,67,NW,103,-23.0,145.0
2015,2015-12-21,CHS,74,MARQ,91,-23.0,141.0
2015,2015-12-22,MIA,95,LAS,49,16.5,142.5
2015,2015-12-22,BYU,82,HARV,85,7.5,145.0
2015,2015-12-22,ULM,96,CAN,108,-2.5,144.5
2015,2015-12-22,CLEM,48,UGA,71,-2.5,124.0
2015,2015-12-22,KENN,72,IND,99,-33.0,151.5
2015,2015-12-22,UVU,77,UNCW,102,-14.5,152.0
2015,2015-12-22,JOES,79,VT,62,3.0,141.0
2015,2015-12-22,AUB,83,UNM,78,-4.0,157.0
2015,2015-12-22,UALR,53,TTU,65,-4.5,129.0
2015,2015-12-22,IONA,76,UCSB,80,1.5,150.5
2015,2015-12-22,SFA,73,ASU,80,-6.5,140.5
2015,2015-12-22,FOR,55,BC,64,4.0,135.5
2015,2015-12-22,TROY,80,MISS,83,-17.0,154.5
2015,2015-12-22,OMA,74,SOU,53,2.0,161.5
2015,2015-12-22,BRWN,83,MRST,84,-2.5,146.5
2015,2015-12-22,SF,49,HALL,66,-16.0,136.5
2015,2015-12-22,TNST,55,ILST,66,-8.5,134.5
2015,2015-12-22,ISU,81,CIN,79,-5.0,144.0
2015,2015-12-22,XAV,78,WAKE,70,7.0,154.0
2015,2015-12-22,USM,40,TULN,59,-11.0,124.0
2015,2015-12-22,UNCG,52,NCST,58,-16.5,140.0
2015,2015-12-22,MIOH,63,DAY,64,-16.0,133.5
2015,2015-12-22,URI,65,ODU,71,-1.0,123.0
2015,2015-12-22,BUFF,69,VCU,90,-13.0,147.0
2015,2015-12-22,ETSU,67,TENN,76,-11.0,152.5
2015,2015-12-22,FAU,54,HOF,68,-14.5,149.0
2015,2015-12-22,DEL,48,NOVA,78,-25.5,137.0
2015,2015-12-22,PENN,52,DREX,53,-4.0,137.0
2015,2015-12-22,MSU,99,OAK,93,11.5,157.0
2015,2015-12-22,MTST,60,SYR,82,-19.0,147.0
2015,2015-12-22,MURR,49,WRST,65,-2.0,132.0
2015,2015-12-22,GTWN,62,CHAR,59,12.5,150.5
2015,2015-12-22,MTSU,62,GAST,64,-4.5,125.5
2015,2015-12-22,BALL,61,INST,73,-5.5,133.5
2015,2015-12-22,IPFW,89,WMU,86,-5.0,145.5
2015,2015-12-22,SBON,70,SIE,73,-1.5,146.0
2015,2015-12-22,SHSU,68,UTEP,87,-4.5,137.5
2015,2015-12-22,NDSU,68,TRGV,50,17.0,138.0
2015,2015-12-22,UND,49,KSU,63,-17.0,139.0
2015,2015-12-22,VAN,55,PUR,68,-6.0,138.5
2015,2015-12-22,SEMO,78,MOST,74,-15.5,139.5
2015,2015-12-22,NEV,69,WICH,98,-16.5,133.0
2015,2015-12-22,NAU,55,TLSA,90,-20.0,146.5
2015,2015-12-22,AMER,51,LSU,79,-20.5,135.5
2015,2015-12-22,CP,88,UTSA,73,10.0,155.0
2015,2015-12-22,KENT,74,SMU,90,-10.5,140.5
2015,2015-12-22,DET,74,WKU,79,-3.0,157.0
2015,2015-12-22,WOF,77,PEAY,84,1.0,136.5
2015,2015-12-22,IUPU,48,MEM,84,-14.5,145.0
2015,2015-12-22,HOU,94,WYO,89,6.5,143.0
2015,2015-12-22,RICE,67,USA,74,-2.5,151.0
2015,2015-12-22,SUU,52,BUT,88,-26.0,155.5
2015,2015-12-22,TNTC,63,IOWA,85,-20.0,150.5
2015,2015-12-22,SJU,61,SC,75,-14.0,139.0
2015,2015-12-22,LBSU,70,ARIZ,85,-17.0,145.5
2015,2015-12-22,MER,44,OSU,64,-11.0,129.0
2015,2015-12-22,GW,61,DEP,82,6.0,142.0
2015,2015-12-22,CAL,62,UVA,63,-12.0,134.0
2015,2015-12-22,SDKS,95,WEB,99,1.5,140.0
2015,2015-12-22,UMKC,47,LOU,75,-24.0,138.5
2015,2015-12-22,UCI,80,NORF,62,10.5,138.0
2015,2015-12-22,IDHO,68,UCD,51,-5.5,138.0
2015,2015-12-22,IDST,58,USU,69,-19.0,146.0
2015,2015-12-22,DEN,54,UCRV,63,-5.0,127.0
2015,2015-12-22,SDAK,68,UNLV,103,-13.0,147.5
2015,2015-12-22,COLO,71,PSU,70,6.5,138.5
2015,2015-12-22,GCU,85,MRSH,81,4.0,160.0
2015,2015-12-22,KU,70,SDSU,57,7.5,135.5
2015,2015-12-22,MCNS,53,UCLA,67,-28.0,154.0
2015,2015-12-22,OKLA,88,WSU,60,13.5,151.0
2015,2015-12-22,UNI,52,HAW,68,-4.0,146.0
2015,2015-12-22,NCCU,57,EIU,52,4.0,133.5
2015,2015-12-23,MORE,77,DAV,81,-8.0,147.5
2015,2015-12-23,BGSU,62,CLEV,47,-4.5,130.5
2015,2015-12-23,UNM,66,BYU,96,-1.5,158.5
2015,2015-12-23,CCSU,52,CONN,99,-32.5,142.0
2015,2015-12-23,AKR,78,IONA,64,7.5,152.0
2015,2015-12-23,UMKC,56,UNCW,76,-8.5,152.0
2015,2015-12-23,AUB,51,HARV,69,3.5,144.5
2015,2015-12-23,MONM,78,COR,69,10.0,148.0
2015,2015-12-23,ILL,68,MIZ,63,5.0,144.0
2015,2015-12-23,WCU,73,PITT,79,-20.0,146.0
2015,2015-12-23,UVU,68,LOU,98,-35.5,145.0
2015,2015-12-23,TRGV,64,IDST,76,-4.5,144.5
2015,2015-12-23,TCU,53,BRAD,49,10.5,127.5
2015,2015-12-23,UNCO,69,MSST,93,-15.5,157.5
2015,2015-12-23,NMSU,70,BAY,85,-12.0,130.0
2015,2015-12-23,MILW,74,MINN,65,-4.5,142.5
2015,2015-12-23,PSU,75,KENT,69,1.0,137.0
2015,2015-12-23,LMU,62,GONZ,85,-17.5,144.0
2015,2015-12-23,PEPP,79,PORT,87,3.0,141.5
2015,2015-12-23,GB,79,WIS,84,-11.5,146.5
2015,2015-12-23,OKLA,84,HAW,81,6.5,149.5
2015,2015-12-23,LAF,64,USC,100,-23.0,163.5
2015,2015-12-23,PAC,76,SF,89,-2.0,136.5
2015,2015-12-23,CSN,63,USD,81,-2.0,126.0
2015,2015-12-23,NDSU,62,USU,76,-6.0,135.0
2015,2015-12-23,COLO,66,SMU,70,-5.0,148.5
2015,2015-12-23,SMC,81,SCU,59,12.0,128.0
2015,2015-12-23,WSU,59,UNI,63,-4.5,142.0
2015,2015-12-25,UNM,59,WSU,82,4.0,149.0
2015,2015-12-25,BYU,84,UNI,76,3.0,146.0
2015,2015-12-25,AUB,67,HAW,79,-8.5,159.0
2015,2015-12-25,HARV,71,OKLA,83,-13.0,139.5
2015,2015-12-26,LOU,73,UK,75,-3.0,139.5
2015,2015-12-27,PRE,66,MARQ,84,-23.0,139.5
2015,2015-12-27,TXSO,67,SYR,80,-17.0,137.0
2015,2015-12-27,MRSH,67,MD,87,-22.0,157.0
2015,2015-12-27,MTSU,61,SDKS,65,-4.5,138.5
2015,2015-12-27,SCST,57,OSU,73,-25.0,136.0
2015,2015-12-27,LOYM,59,NW,74,-20.0,140.0
2015,2015-12-28,PENN,57,NOVA,77,-26.5,132.0
2015,2015-12-28,DET,73,EMU,88,-3.5,155.0
2015,2015-12-28,ELON,66,DUKE,105,-24.5,160.0
2015,2015-12-28,DAV,60,CAL,86,-9.5,154.5
2015,2015-12-28,UCSB,83,WASH,78,-9.0,154.0
2015,2015-12-28,UNCG,63,UNC,96,-27.5,152.0
2015,2015-12-28,GB,78,MORE,72,-5.0,147.0
2015,2015-12-28,COR,65,SPU,62,-7.0,139.0
2015,2015-12-28,IUPU,54,BUT,92,-24.0,153.0
2015,2015-12-28,DREX,70,IONA,77,-9.0,148.5
2015,2015-12-28,VALP,81,BEL,85,4.0,143.0
2015,2015-12-28,UML,66,RUTG,89,-6.0,147.0
2015,2015-12-28,COPP,77,CREI,102,-30.5,164.0
2015,2015-12-29,WAKE,77,LSU,71,-7.0,163.0
2015,2015-12-29,FSU,73,FLA,71,-5.0,138.0
2015,2015-12-29,DEL,79,BUFF,99,-6.5,140.0
2015,2015-12-29,CMU,84,WMRY,88,-6.5,150.5
2015,2015-12-29,SLU,47,KSU,75,-13.0,126.5
2015,2015-12-29,JVST,59,ALA,67,-18.0,131.0
2015,2015-12-29,CP,63,TAMU,82,-15.0,147.0
2015,2015-12-29,NIU,70,UIC,65,9.0,137.5
2015,2015-12-29,UTM,57,FAU,48,-2.5,130.0
2015,2015-12-29,TNST,69,TENN,74,-12.0,143.0
2015,2015-12-29,TULN,65,MEM,77,-12.0,137.5
2015,2015-12-29,MAN,64,EKY,76,-6.0,161.5
2015,2015-12-29,TEM,77,CIN,70,-11.5,132.5
2015,2015-12-29,TXSO,59,BAY,72,-21.0,144.5
2015,2015-12-29,SMU,81,TLSA,69,5.0,140.5
2015,2015-12-29,RICH,70,TTU,85,-5.5,144.0
2015,2015-12-29,LIB,56,ND,73,-31.0,137.0
2015,2015-12-29,PRIN,64,MIA,76,-15.5,148.0
2015,2015-12-29,PUR,61,WIS,55,5.0,131.0
2015,2015-12-29,DUQ,67,GT,73,-9.0,151.5
2015,2015-12-29,NE,66,NCST,72,-6.5,139.5
2015,2015-12-29,RMU,67,UGA,79,-18.0,133.0
2015,2015-12-29,GW,67,UCF,50,5.0,140.0
2015,2015-12-29,CIT,93,CHAR,111,-8.0,175.0
2015,2015-12-29,UCI,53,KU,78,-17.0,142.5
2015,2015-12-29,CONN,71,TEX,66,-2.5,141.5
2015,2015-12-29,MSU,70,IOWA,83,-2.5,142.0
2015,2015-12-29,CSN,79,IDST,84,2.0,146.0
2015,2015-12-29,CSF,82,PRST,89,-2.5,148.0
2015,2015-12-30,HOU,73,SF,67,7.5,137.5
2015,2015-12-30,MICH,78,ILL,68,5.5,140.5
2015,2015-12-30,WVU,88,VT,63,8.0,149.0
2015,2015-12-30,IND,79,RUTG,72,17.0,150.5
2015,2015-12-30,LBSU,81,DUKE,103,-21.5,156.5
2015,2015-12-30,NW,81,NEB,72,-3.5,130.0
2015,2015-12-30,PSU,64,MD,70,-15.0,135.0
2015,2015-12-30,OAK,58,UVA,71,-17.0,151.5
2015,2015-12-30,URI,88,BRWN,85,8.0,137.0
2015,2015-12-30,MINN,63,OSU,78,-10.5,137.5
2015,2015-12-30,CLEM,69,UNC,80,-15.0,143.5
2015,2015-12-30,HALL,83,MARQ,63,-3.5,141.5
2015,2015-12-30,UCRV,59,OHIO,81,-8.0,145.0
2015,2015-12-30,NKU,73,TOL,90,-11.5,145.5
2015,2015-12-30,NIAG,68,SBON,82,-14.5,137.0
2015,2015-12-30,ORU,84,IPFW,90,-4.5,152.5
2015,2015-12-30,ARK,81,DAY,85,-8.5,146.0
2015,2015-12-30,BRAD,44,UNI,80,-20.0,124.5
2015,2015-12-30,INST,62,EVAN,70,-10.0,147.5
2015,2015-12-30,MOST,61,ILST,74,-7.5,135.0
2015,2015-12-30,SIU,72,LOYI,62,-1.5,132.5
2015,2015-12-30,UALR,69,USA,60,8.0,127.0
2015,2015-12-30,GAST,70,UTA,85,-4.5,136.5
2015,2015-12-30,ARST,84,TROY,81,-4.5,157.0
2015,2015-12-30,GASO,66,TXST,80,-7.0,129.5
2015,2015-12-30,NEV,76,UNM,88,-8.0,147.0
2015,2015-12-30,WMU,61,VAN,86,-19.0,140.0
2015,2015-12-30,SYR,61,PITT,72,-7.5,139.5
2015,2015-12-30,GTWN,70,DEP,58,3.5,141.0
2015,2015-12-30,UCD,56,BSU,64,-17.0,145.0
2015,2015-12-30,WYO,55,SDSU,67,-12.0,123.5
2015,2015-12-30,USU,80,SJSU,71,7.5,144.5
2015,2015-12-30,FRES,69,UNLV,66,-7.5,144.5
2015,2015-12-30,MORE,72,ETSU,75,1.5,137.0
2015,2015-12-31,XAV,64,NOVA,95,-6.5,143.0
2015,2015-12-31,DEL,80,HOF,90,-11.5,147.5
2015,2015-12-31,DREX,63,UNCW,75,-13.5,143.5
2015,2015-12-31,COFC,65,JMU,62,-6.0,136.0
2015,2015-12-31,DRKE,47,WICH,67,-18.5,132.5
2015,2015-12-31,CREI,80,SJU,70,8.0,147.5
2015,2015-12-31,NE,86,ELON,79,3.0,154.5
2015,2015-12-31,PROV,81,BUT,73,-7.5,150.0
2015,2015-12-31,APP,56,ULM,72,-8.5,136.5
2015,2015-12-31,TOWS,76,WMRY,69,-7.5,138.0
2015,2015-12-31,GONZ,79,SCU,77,15.0,133.5
2015,2015-12-31,PORT,95,SF,107,1.5,146.0
2015,2015-12-31,USD,75,PAC,77,-6.0,132.0
2015,2015-12-31,BYU,74,SMC,85,-6.0,150.0
2015,2015-12-31,EIU,84,TNTC,94,-8.0,138.5
2015,2015-12-31,BEL,92,SEMO,82,13.5,157.0
2015,2015-12-31,MONT,90,NAU,84,6.5,138.0
2015,2015-12-31,WOF,57,HARV,77,-7.0,129.0
2015,2015-12-31,SIUE,67,JVST,72,-3.0,134.0
2015,2015-12-31,IDHO,74,UND,71,2.5,132.0
2015,2015-12-31,MTST,82,SUU,93,-1.5,151.0
2015,2015-12-31,EWU,90,UNCO,96,5.5,157.5
2015,2016-01-01,WIU,80,OMA,82,-8.0,159.0
2015,2016-01-01,IUPU,77,SDAK,66,-7.0,150.5
2015,2016-01-01,UNT,70,UTSA,66,2.5,162.0
2015,2016-01-01,DEN,59,SDKS,68,-14.0,133.0
2015,2016-01-01,RICE,60,UTEP,61,-7.0,156.0
2015,2016-01-01,USC,90,WSU,77,3.5,150.0
2015,2016-01-01,UTAH,68,STAN,70,5.0,138.0
2015,2016-01-01,UCLA,93,WASH,96,1.0,160.0
2015,2016-01-01,COLO,65,CAL,79,-7.5,144.5
2015,2016-01-02,BUT,69,XAV,88,-5.0,152.0
2015,2016-01-02,SJSU,57,AFA,64,-9.5,143.5
2015,2016-01-02,TENN,77,AUB,83,-1.5,158.5
2015,2016-01-02,TEX,74,TTU,82,-3.5,140.5
2015,2016-01-02,NCST,68,VT,73,2.5,144.0
2015,2016-01-02,RUTG,57,WIS,79,-16.5,132.0
2015,2016-01-02,IONA,78,QUIN,66,5.0,155.0
2015,2016-01-02,NKU,70,GB,86,-12.5,160.0
2015,2016-01-02,UIC,47,VALP,75,-25.5,134.5
2015,2016-01-02,LOYI,58,INST,73,-5.0,127.0
2015,2016-01-02,MTST,74,NAU,72,-1.5,159.5
2015,2016-01-02,ETSU,82,WCU,66,-4.0,147.0
2015,2016-01-02,SAM,50,MER,69,-5.5,128.5
2015,2016-01-02,SYR,51,MIA,64,-11.5,139.0
2015,2016-01-02,DAY,66,DUQ,58,7.0,147.5
2015,2016-01-02,CLEV,68,OAK,86,-13.5,148.0
2015,2016-01-02,MSU,69,MINN,61,9.0,144.5
2015,2016-01-02,YSU,87,DET,96,-12.0,169.0
2015,2016-01-02,MORE,57,MURR,62,-1.5,130.0
2015,2016-01-02,DEP,74,HALL,78,-10.5,139.0
2015,2016-01-02,GT,78,UNC,86,-14.5,154.0
2015,2016-01-02,WVU,87,KSU,83,4.5,138.5
2015,2016-01-02,JMU,73,DEL,63,4.0,140.0
2015,2016-01-02,HOU,77,TEM,50,-6.0,144.0
2015,2016-01-02,PSU,56,MICH,79,-11.0,132.5
2015,2016-01-02,FSU,75,CLEM,84,2.5,132.0
2015,2016-01-02,CHAR,65,ODU,74,-14.5,134.5
2015,2016-01-02,JOES,77,RICH,73,-4.5,147.0
2015,2016-01-02,CHAT,84,CIT,78,12.5,174.0
2015,2016-01-02,EWU,71,UND,79,2.0,146.0
2015,2016-01-02,SJU,65,PROV,83,-16.5,141.0
2015,2016-01-02,IDHO,75,UNCO,70,3.0,144.5
2015,2016-01-02,PORT,77,SCU,84,1.5,142.0
2015,2016-01-02,TCU,48,OKST,69,-6.0,133.0
2015,2016-01-02,BAY,74,KU,102,-12.0,146.5
2015,2016-01-02,COFC,70,WMRY,78,-5.5,137.0
2015,2016-01-02,DREX,78,ELON,83,-5.5,145.5
2015,2016-01-02,TLSA,57,CIN,76,-8.5,137.0
